DATE,DAY,CONFRIMED CASES,CUMULATIVE CONFIRMED CASES,RECOVERIES,CUMMULATIVE RECOVERIES,VACCINATED DOSE 1,CUMULATIVE VACCINATED DOSE 1,VACCINATED DOSE 2,CUMULATIVE VACCINATED DOSE 2 / Fully Vaccinated,BOOSTER,ACTIVE CASES,Deaths,FRATION CUMULATIVE VACCINATED DOSE 2 / Fully Vaccinated,Days1,FRATION CUMULATIVE VACCINATED DOSE 1,CUMULATIVE VACCINATED DOSE 2 / Fully Vaccinated1,FRATION CUMULATIVE VACCINATED DOSE 2 / Fully Vaccinated11
21-Mar,341,,,,,,1168012,,2120529,,,,0.121173086,716,0.066743543,0,0
22-Mar,342,,,,,,1176049,,2129892,,,,0.121708114,717,0.0672028,0,0
23-Mar,343,,,,,,1184672,,2140910,,,,0.122337714,718,0.067695543,0,0
24-Mar,344,,,,,,1193692,,2152077,,,,0.122975829,719,0.068210971,0,0
25-Mar,345,,,,,,1202155,,2161112,,,,0.123492114,720,0.068694571,0,0
26-Mar,346,,,,,,1207730,,2168559,,,,0.123917657,721,0.069013143,0,0
27-Mar,347,,,,,,1211548,,2172746,,,,0.124156914,722,0.069231314,0,0
28-Mar,348,,,,,,1214309,,2176230,,,,0.124356,723,0.069389086,0,0
29-Mar,349,,,,,,1219763,,2182849,,,,0.124734229,724,0.069700743,0,0
30-Mar,350,,,,,,1225480,,2189926,,,,0.125138629,725,0.070027429,0,0
31-Mar,351,,,,,,1232128,,2198910,,,,0.125652,726,0.070407314,0,0
1-Apr,352,,,,,,1238650,,2207102,,,,0.126120114,727,0.07078,0,0
2-Apr,353,,,,,,1243038,,2214835,,,,0.126562,728,0.071030743,0,0
3-Apr,354,,,,,,1245667,,2219320,,,,0.126818286,729,0.071180971,0,0
4-Apr,355,,,,,,1247899,,2222834,,,,0.127019086,730,0.071308514,0,0
5-Apr,356,,,,,,1250056,,2228486,,,,0.127342057,731,0.071431771,0,0
6-Apr,,,,,,,1255493,,2237011,,,,0.1278292,732,0.071742457,0,0
7-Apr,,,,,,,1262125,,2246327,,,,0.128361543,733,0.072121429,0,0
8-Apr,,,,,,,1268328,,2256469,,,,0.128941086,734,0.072475886,0,0
9-Apr,,,,,,,1272990,,2265716,,,,0.129469486,735,0.072742286,0,0
10-Apr,,,,,,,1276074,,2270434,,,,0.129739086,736,0.072918514,0,0
11-Apr,,,,,,,1278471,,2274466,,,,0.129969486,737,0.073055486,0,0
12-Apr,,,,,,,1285008,,2283879,,,,0.130507371,738,0.073429029,0,0
13-Apr,,,,,,,1290954,,2293955,,,,0.131083143,739,0.0737688,0,0
14-Apr,,,,,,,1297551,,2304064,,,,0.1316608,740,0.074145771,0,0
15-Apr,,,,,,,1303331,,2312711,,,,0.132154914,741,0.074476057,0,0
16-Apr,,,,,,,1307577,,2321036,,,,0.132630629,742,0.074718686,0,0
17-Apr,,,,,,,1310959,,2327579,,,,0.133004514,743,0.074911943,0,0
18-Apr,,,,,,,1313409,,2333022,,,,0.133315543,744,0.075051943,0,0
19-Apr,,,,,,,1317740,,2340662,,,,0.133752114,745,0.075299429,0,0
20-Apr,,,,,,,1325390,,2352183,,,,0.134410457,746,0.075736571,0,0
21-Apr,,,,,,,1332919,,2363095,,,,0.135034,747,0.0761668,0,0
22-Apr,,,,,,,1340553,,2373908,,,,0.135651886,748,0.076603029,0,0
23-Apr,,,,,,,,,,,,,0,749,0,0,0
24-Apr,,,,,,,,,,,,,0,750,0,0,0
25-Apr,,,,,,,1350149,,2389417,,,,0.136538114,751,0.077151371,0,0
26-Apr,,,,,,,1355305,,2398676,,,,0.1370672,752,0.077446,0,0
27-Apr,,,,,,,1359770,,2406270,,,,0.137501143,753,0.077701143,0,0
28-Apr,,,,,,,1364332,,2414856,,,,0.137991771,754,0.077961829,0,0
29-Apr,,,,,,,1367251,,2420028,,,,0.138287314,755,0.078128629,0,0
30-Apr,,,,,,,1372455,,2429730,,,,0.138841714,756,0.078426,0,0
1-May,,,,,,,1374595,,2433475,,,,0.139055714,757,0.078548286,0,0
2-May,,,,,,,1376507,,2435459,,,,0.139169086,758,0.078657543,0,0
3-May,,,,,,,1381071,,2440606,,,,0.1394632,759,0.078918343,0,0
4-May,,,,,,,1386436,,2450333,,,,0.140019029,760,0.079224914,0,0
5-May,,,,,,,1391664,,2460369,,,,0.140592514,761,0.079523657,0,0
6-May,,,,,,,1397287,,2469226,,,,0.141098629,762,0.079844971,,0
7-May,,,,,,,1400328,,2474689,,,,0.1414108,763,0.080018743,,0
8-May,,,,,,,1403325,,2479135,,,,0.141664857,764,0.08019,0,0
9-May,,,,,,,1405697,,2481518,,,,0.141801029,765,0.080325543,,0
10-May,,,,,,,1411520,,2490313,,,,0.1423036,766,0.080658286,0,0
11-May,,,,,,,1417413,,2499750,,,,0.142842857,767,0.080995029,0,0
12-May,,,,,,,1423287,,2508475,,,,0.143341429,768,0.081330686,0,0
13-May,,,,,,,1429093,,2516152,,,,0.143780114,769,0.081662457,0,0
14-May,,,,,,,1434672,,2523428,,,,0.144195886,770,0.081981257,0,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,1107,6.33E-05
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,5067,0.000289543
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,5286,0.000302057
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,5215,0.000298
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,6215,0.000355143
,,,,,,,,,,,,,,,,6215,0.000355143
,,,,,,,,,,,,,,,,6215,0.000355143
,,,,,,,,,,,,,,,,6215,0.000355143
,,,,,,,,,,,,,,,,6215,0.000355143
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,9080,0.000518857
,,,,,,,,,,,,,,,,9536,0.000544914
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,14459,0.000826229
,,,,,,,,,,,,,,,,16661,0.000952057
,,,,,,,,,,,,,,,,20258,0.0011576
,,,,,,,,,,,,,,,,22245,0.001271143
,,,,,,,,,,,,,,,,23299,0.001331371
,,,,,,,,,,,,,,,,25322,0.001446971
,,,,,,,,,,,,,,,,27676,0.001581486
,,,,,,,,,,,,,,,,28992,0.001656686
,,,,,,,,,,,,,,,,32998,0.0018856
,,,,,,,,,,,,,,,,36714,0.002097943
,,,,,,,,,,,,,,,,41063,0.002346457
,,,,,,,,,,,,,,,,42567,0.0024324
,,,,,,,,,,,,,,,,46441,0.002653771
,,,,,,,,,,,,,,,,47938,0.002739314
,,,,,,,,,,,,,,,,54362,0.0031064
,,,,,,,,,,,,,,,,58144,0.003322514
,,,,,,,,,,,,,,,,61968,0.003541029
,,,,,,,,,,,,,,,,64102,0.003662971
,,,,,,,,,,,,,,,,65480,0.003741714
,,,,,,,,,,,,,,,,68789,0.0039308
,,,,,,,,,,,,,,,,72403,0.004137314
,,,,,,,,,,,,,,,,78928,0.004510171
,,,,,,,,,,,,,,,,84171,0.004809771
,,,,,,,,,,,,,,,,88434,0.005053371
,,,,,,,,,,,,,,,,93670,0.005352571
,,,,,,,,,,,,,,,,98637,0.0056364
,,,,,,,,,,,,,,,,102137,0.0058364
,,,,,,,,,,,,,,,,114931,0.006567486
,,,,,,,,,,,,,,,,115856,0.006620343
,,,,,,,,,,,,,,,,116485,0.006656286
,,,,,,,,,,,,,,,,117075,0.00669
,,,,,,,,,,,,,,,,121656,0.006951771
,,,,,,,,,,,,,,,,123193,0.0070396
,,,,,,,,,,,,,,,,125666,0.007180914
,,,,,,,,,,,,,,,,132983,0.007599029
,,,,,,,,,,,,,,,,140897,0.008051257
,,,,,,,,,,,,,,,,149015,0.008515143
,,,,,,,,,,,,,,,,156278,0.008930171
,,,,,,,,,,,,,,,,159651,0.009122914
,,,,,,,,,,,,,,,,161662,0.009237829
,,,,,,,,,,,,,,,,167800,0.009588571
,,,,,,,,,,,,,,,,174049,0.009945657
,,,,,,,,,,,,,,,,176606,0.010091771
,,,,,,,,,,,,,,,,179234,0.010241943
,,,,,,,,,,,,,,,,180953,0.010340171
,,,,,,,,,,,,,,,,182684,0.010439086
,,,,,,,,,,,,,,,,184223,0.010527029
,,,,,,,,,,,,,,,,187341,0.0107052
,,,,,,,,,,,,,,,,191771,0.010958343
,,,,,,,,,,,,,,,,196134,0.011207657
,,,,,,,,,,,,,,,,201909,0.011537657
,,,,,,,,,,,,,,,,207411,0.011852057
,,,,,,,,,,,,,,,,208977,0.011941543
,,,,,,,,,,,,,,,,213233,0.012184743
,,,,,,,,,,,,,,,,214711,0.0122692
,,,,,,,,,,,,,,,,218706,0.012497486
,,,,,,,,,,,,,,,,223320,0.012761143
,,,,,,,,,,,,,,,,227362,0.012992114
,,,,,,,,,,,,,,,,229164,0.013095086
,,,,,,,,,,,,,,,,230858,0.013191886
,,,,,,,,,,,,,,,,235512,0.013457829
,,,,,,,,,,,,,,,,235512,0.013457829
,,,,,,,,,,,,,,,,240881,0.013764629
,,,,,,,,,,,,,,,,243985,0.013942
,,,,,,,,,,,,,,,,247893,0.014165314
,,,,,,,,,,,,,,,,251293,0.0143596
,,,,,,,,,,,,,,,,253058,0.014460457
,,,,,,,,,,,,,,,,254088,0.014519314
,,,,,,,,,,,,,,,,257649,0.0147228
,,,,,,,,,,,,,,,,260869,0.0149068
,,,,,,,,,,,,,,,,264538,0.015116457
,,,,,,,,,,,,,,,,268528,0.015344457
,,,,,,,,,,,,,,,,272239,0.015556514
,,,,,,,,,,,,,,,,273849,0.015648514
,,,,,,,,,,,,,,,,275403,0.015737314
,,,,,,,,,,,,,,,,280058,0.016003314
,,,,,,,,,,,,,,,,285013,0.016286457
,,,,,,,,,,,,,,,,289857,0.016563257
,,,,,,,,,,,,,,,,294783,0.016844743
,,,,,,,,,,,,,,,,300744,0.017185371
,,,,,,,,,,,,,,,,303626,0.017350057
,,,,,,,,,,,,,,,,305554,0.017460229
,,,,,,,,,,,,,,,,313736,0.017927771
,,,,,,,,,,,,,,,,321886,0.018393486
,,,,,,,,,,,,,,,,329757,0.018843257
,,,,,,,,,,,,,,,,337136,0.019264914
,,,,,,,,,,,,,,,,340112,0.019434971
,,,,,,,,,,,,,,,,343046,0.019602629
,,,,,,,,,,,,,,,,351036,0.0200592
,,,,,,,,,,,,,,,,358512,0.0204864
,,,,,,,,,,,,,,,,367305,0.020988857
,,,,,,,,,,,,,,,,375183,0.021439029
,,,,,,,,,,,,,,,,378173,0.021609886
,,,,,,,,,,,,,,,,384569,0.021975371
,,,,,,,,,,,,,,,,388095,0.022176857
,,,,,,,,,,,,,,,,390764,0.022329371
,,,,,,,,,,,,,,,,396629,0.022664514
,,,,,,,,,,,,,,,,403148,0.023037029
,,,,,,,,,,,,,,,,409010,0.023372
,,,,,,,,,,,,,,,,414544,0.023688229
,,,,,,,,,,,,,,,,419324,0.023961371
,,,,,,,,,,,,,,,,422386,0.024136343
,,,,,,,,,,,,,,,,424537,0.024259257
,,,,,,,,,,,,,,,,430520,0.024601143
,,,,,,,,,,,,,,,,436672,0.024952686
,,,,,,,,,,,,,,,,443044,0.0253168
,,,,,,,,,,,,,,,,449230,0.025670286
,,,,,,,,,,,,,,,,454380,0.025964571
,,,,,,,,,,,,,,,,456248,0.026071314
,,,,,,,,,,,,,,,,458229,0.026184514
,,,,,,,,,,,,,,,,459681,0.026267486
,,,,,,,,,,,,,,,,464494,0.026542514
,,,,,,,,,,,,,,,,468867,0.0267924
,,,,,,,,,,,,,,,,471960,0.026969143
,,,,,,,,,,,,,,,,474656,0.0271232
,,,,,,,,,,,,,,,,475847,0.027191257
,,,,,,,,,,,,,,,,477021,0.027258343
,,,,,,,,,,,,,,,,478650,0.027351429
,,,,,,,,,,,,,,,,480643,0.027465314
,,,,,,,,,,,,,,,,485303,0.0277316
,,,,,,,,,,,,,,,,489401,0.027965771
,,,,,,,,,,,,,,,,494651,0.028265771
,,,,,,,,,,,,,,,,496874,0.0283928
,,,,,,,,,,,,,,,,499266,0.028529486
,,,,,,,,,,,,,,,,503174,0.0287528
,,,,,,,,,,,,,,,,510291,0.029159486
,,,,,,,,,,,,,,,,517794,0.029588229
,,,,,,,,,,,,,,,,524260,0.029957714
,,,,,,,,,,,,,,,,530038,0.030287886
,,,,,,,,,,,,,,,,533980,0.030513143
,,,,,,,,,,,,,,,,537684,0.0307248
,,,,,,,,,,,,,,,,541489,0.030942229
,,,,,,,,,,,,,,,,548912,0.0313664
,,,,,,,,,,,,,,,,556141,0.031779486
,,,,,,,,,,,,,,,,563380,0.032193143
,,,,,,,,,,,,,,,,567943,0.032453886
,,,,,,,,,,,,,,,,570821,0.032618343
,,,,,,,,,,,,,,,,572814,0.032732229
,,,,,,,,,,,,,,,,577617,0.033006686
,,,,,,,,,,,,,,,,582228,0.033270171
,,,,,,,,,,,,,,,,587808,0.033589029
,,,,,,,,,,,,,,,,589436,0.033682057
,,,,,,,,,,,,,,,,596297,0.034074114
,,,,,,,,,,,,,,,,598769,0.034215371
,,,,,,,,,,,,,,,,603379,0.0344788
,,,,,,,,,,,,,,,,608704,0.034783086
,,,,,,,,,,,,,,,,612873,0.035021314
,,,,,,,,,,,,,,,,618913,0.035366457
,,,,,,,,,,,,,,,,628214,0.035897943
,,,,,,,,,,,,,,,,632787,0.036159257
,,,,,,,,,,,,,,,,636028,0.036344457
,,,,,,,,,,,,,,,,641915,0.036680857
,,,,,,,,,,,,,,,,652516,0.037286629
,,,,,,,,,,,,,,,,660779,0.0377588
,,,,,,,,,,,,,,,,672203,0.0384116
,,,,,,,,,,,,,,,,680194,0.038868229
,,,,,,,,,,,,,,,,692551,0.039574343
,,,,,,,,,,,,,,,,701742,0.040099543
,,,,,,,,,,,,,,,,708385,0.040479143
,,,,,,,,,,,,,,,,719607,0.0411204
,,,,,,,,,,,,,,,,733363,0.041906457
,,,,,,,,,,,,,,,,734915,0.041995143
,,,,,,,,,,,,,,,,752126,0.042978629
,,,,,,,,,,,,,,,,768317,0.043903829
,,,,,,,,,,,,,,,,777070,0.044404
,,,,,,,,,,,,,,,,786396,0.044936914
,,,,,,,,,,,,,,,,801760,0.045814857
,,,,,,,,,,,,,,,,824736,0.047127771
,,,,,,,,,,,,,,,,850982,0.048627543
,,,,,,,,,,,,,,,,880704,0.050325943
,,,,,,,,,,,,,,,,903595,0.051634
,,,,,,,,,,,,,,,,917361,0.052420629
,,,,,,,,,,,,,,,,925641,0.052893771
,,,,,,,,,,,,,,,,953764,0.0545008
,,,,,,,,,,,,,,,,985053,0.056288743
,,,,,,,,,,,,,,,,1015551,0.058031486
,,,,,,,,,,,,,,,,1043878,0.059650171
,,,,,,,,,,,,,,,,1062356,0.060706057
,,,,,,,,,,,,,,,,1070826,0.061190057
,,,,,,,,,,,,,,,,1080246,0.061728343
,,,,,,,,,,,,,,,,1098801,0.062788629
,,,,,,,,,,,,,,,,1118363,0.063906457
,,,,,,,,,,,,,,,,1142246,0.0652712
,,,,,,,,,,,,,,,,1164196,0.066525486
,,,,,,,,,,,,,,,,1177990,0.067313714
,,,,,,,,,,,,,,,,1184654,0.067694514
,,,,,,,,,,,,,,,,1191161,0.068066343
,,,,,,,,,,,,,,,,1206740,0.068956571
,,,,,,,,,,,,,,,,1222850,0.069877143
,,,,,,,,,,,,,,,,1241363,0.070935029
,,,,,,,,,,,,,,,,1260069,0.072003943
,,,,,,,,,,,,,,,,1278917,0.073080971
,,,,,,,,,,,,,,,,1293751,0.073928629
,,,,,,,,,,,,,,,,1308394,0.074765371
,,,,,,,,,,,,,,,,1330245,0.076014
,,,,,,,,,,,,,,,,1355380,0.077450286
,,,,,,,,,,,,,,,,1381663,0.078952171
,,,,,,,,,,,,,,,,1430016,0.0817152
,,,,,,,,,,,,,,,,1451813,0.082960743
,,,,,,,,,,,,,,,,1464666,0.0836952
,,,,,,,,,,,,,,,,1471592,0.084090971
,,,,,,,,,,,,,,,,1485744,0.084899657
,,,,,,,,,,,,,,,,1500476,0.085741486
,,,,,,,,,,,,,,,,1515331,0.086590343
,,,,,,,,,,,,,,,,1528932,0.087367543
,,,,,,,,,,,,,,,,1539335,0.087962
,,,,,,,,,,,,,,,,1544921,0.0882812
,,,,,,,,,,,,,,,,1550378,0.088593029
,,,,,,,,,,,,,,,,1559285,0.089102
,,,,,,,,,,,,,,,,1568909,0.089651943
,,,,,,,,,,,,,,,,1578333,0.090190457
,,,,,,,,,,,,,,,,1589809,0.090846229
,,,,,,,,,,,,,,,,1598514,0.091343657
,,,,,,,,,,,,,,,,1603665,0.091638
,,,,,,,,,,,,,,,,1607435,0.091853429
,,,,,,,,,,,,,,,,1616301,0.092360057
,,,,,,,,,,,,,,,,1622057,0.092688971
,,,,,,,,,,,,,,,,1632893,0.093308171
,,,,,,,,,,,,,,,,1643728,0.093927314
,,,,,,,,,,,,,,,,1652356,0.094420343
,,,,,,,,,,,,,,,,1656984,0.0946848
,,,,,,,,,,,,,,,,1660107,0.094863257
,,,,,,,,,,,,,,,,1668074,0.095318514
,,,,,,,,,,,,,,,,1678097,0.095891257
,,,,,,,,,,,,,,,,1686701,0.096382914
,,,,,,,,,,,,,,,,1695397,0.096879829
,,,,,,,,,,,,,,,,1695397,0.096879829
,,,,,,,,,,,,,,,,1701296,0.097216914
,,,,,,,,,,,,,,,,1704706,0.097411771
,,,,,,,,,,,,,,,,1714316,0.097960914
,,,,,,,,,,,,,,,,1725710,0.098612
,,,,,,,,,,,,,,,,1738380,0.099336
,,,,,,,,,,,,,,,,1750318,0.100018171
,,,,,,,,,,,,,,,,1761977,0.1006844
,,,,,,,,,,,,,,,,1767810,0.101017714
,,,,,,,,,,,,,,,,1772282,0.101273257
,,,,,,,,,,,,,,,,1772282,0.101273257
,,,,,,,,,,,,,,,,1784814,0.101989371
,,,,,,,,,,,,,,,,1796914,0.1026808
,,,,,,,,,,,,,,,,1809578,0.103404457
,,,,,,,,,,,,,,,,1819164,0.103952229
,,,,,,,,,,,,,,,,1824669,0.1042668
,,,,,,,,,,,,,,,,1829661,0.104552057
,,,,,,,,,,,,,,,,1917408,0.109566171
,,,,,,,,,,,,,,,,1938474,0.110769943
,,,,,,,,,,,,,,,,1953475,0.111627143
,,,,,,,,,,,,,,,,1970376,0.112592914
,,,,,,,,,,,,,,,,1983053,0.113317314
,,,,,,,,,,,,,,,,1989067,0.113660971
,,,,,,,,,,,,,,,,1994605,0.113977429
,,,,,,,,,,,,,,,,2007025,0.114687143
,,,,,,,,,,,,,,,,2013903,0.115080171
,,,,,,,,,,,,,,,,2026508,0.115800457
,,,,,,,,,,,,,,,,2038766,0.116500914
,,,,,,,,,,,,,,,,2050825,0.11719
,,,,,,,,,,,,,,,,2058049,0.1176028
,,,,,,,,,,,,,,,,2063376,0.1179072
,,,,,,,,,,,,,,,,2073010,0.118457714
,,,,,,,,,,,,,,,,2082989,0.119027943
,,,,,,,,,,,,,,,,2094075,0.119661429
,,,,,,,,,,,,,,,,2102646,0.1201512
,,,,,,,,,,,,,,,,2109452,0.120540114
,,,,,,,,,,,,,,,,2115503,0.120885886
,,,,,,,,,,,,,,,,2120529,0.121173086
,,,,,,,,,,,,,,,,2129892,0.121708114
,,,,,,,,,,,,,,,,2140910,0.122337714
,,,,,,,,,,,,,,,,2152077,0.122975829
,,,,,,,,,,,,,,,,2161112,0.123492114
,,,,,,,,,,,,,,,,2168559,0.123917657
,,,,,,,,,,,,,,,,2172746,0.124156914
,,,,,,,,,,,,,,,,2176230,0.124356
,,,,,,,,,,,,,,,,2182849,0.124734229
,,,,,,,,,,,,,,,,2189926,0.125138629
,,,,,,,,,,,,,,,,2198910,0.125652
,,,,,,,,,,,,,,,,2207102,0.126120114
,,,,,,,,,,,,,,,,2214835,0.126562
,,,,,,,,,,,,,,,,2219320,0.126818286
,,,,,,,,,,,,,,,,2222834,0.127019086
,,,,,,,,,,,,,,,,2228486,0.127342057
,,,,,,,,,,,,,,,,2237011,0.1278292
,,,,,,,,,,,,,,,,2246327,0.128361543
,,,,,,,,,,,,,,,,2256469,0.128941086
,,,,,,,,,,,,,,,,2265716,0.129469486
,,,,,,,,,,,,,,,,2270434,0.129739086
,,,,,,,,,,,,,,,,2274466,0.129969486
,,,,,,,,,,,,,,,,2283879,0.130507371
,,,,,,,,,,,,,,,,2293955,0.131083143
,,,,,,,,,,,,,,,,2304064,0.1316608
,,,,,,,,,,,,,,,,2312711,0.132154914
,,,,,,,,,,,,,,,,2321036,0.132630629
,,,,,,,,,,,,,,,,2327579,0.133004514
,,,,,,,,,,,,,,,,2333022,0.133315543
,,,,,,,,,,,,,,,,2340662,0.133752114
,,,,,,,,,,,,,,,,2352183,0.134410457
,,,,,,,,,,,,,,,,2363095,0.135034
,,,,,,,,,,,,,,,,2373908,0.135651886
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,2389417,0.136538114
,,,,,,,,,,,,,,,,2398676,0.1370672
,,,,,,,,,,,,,,,,2406270,0.137501143
,,,,,,,,,,,,,,,,2414856,0.137991771
,,,,,,,,,,,,,,,,2420028,0.138287314
,,,,,,,,,,,,,,,,2429730,0.138841714
,,,,,,,,,,,,,,,,2433475,0.139055714
,,,,,,,,,,,,,,,,2435459,0.139169086
,,,,,,,,,,,,,,,,2440606,0.1394632
,,,,,,,,,,,,,,,,2450333,0.140019029
,,,,,,,,,,,,,,,,2460369,0.140592514
,,,,,,,,,,,,,,,,2469226,0.141098629
,,,,,,,,,,,,,,,,2474689,0.1414108
,,,,,,,,,,,,,,,,2479135,0.141664857
,,,,,,,,,,,,,,,,2481518,0.141801029
,,,,,,,,,,,,,,,,2490313,0.1423036
,,,,,,,,,,,,,,,,2499750,0.142842857
,,,,,,,,,,,,,,,,2508475,0.143341429
,,,,,,,,,,,,,,,,2516152,0.143780114
,,,,,,,,,,,,,,,,2523428,0.144195886
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
